Text,language
"@IndiaToday We need #COVID19 appropriate governance more than anything else - INC &amp; AAP leaders sitting in farmers protests at Delhi borders; BJP, INC &amp; regional parties hosting huge election rallies; BJP govt not cancelling Kumbh mela. Don’t believe their concern for public health is real.",en
"Sirf Kumbh Mela ko hi Kyu Target kar rahe ho? Criticism should be from both the sides. Criticise karna hich hai, Toh Sabko karo na. Partiality kyu kar rahe ho? #KumbhMela  #COVIDSecondWave  #MaskUpIndia  #SocialDistancing  #WashYourHands  #COVID19India  #COVID19  #Emergency  https://t.co/0M5HySuuXe",hi
"#JustIn | 1,701 people tested positive for COVID-19 in Haridwar Kumbh Mela area from April 10 to 14: Officials  #COVID19 Live updates:  https://t.co/2iOR9VaLeJ  https://t.co/p3To3OcXSs",en
"@WHO India's Kumbh Mela at Haridwar, Uttarakhand is a Corona Hotspot, no preventive guidelines are followed, what can be done by your organization to check thia kind of negligence..?? #WHO #COVID19 #Corona #KumbhMela2021 #HaridwarMahakumbh2021 @PMOIndia @narendramodi",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"@timesofindia @TOICitiesNews @TIRATHSRAWAT but this is right time to stop the Kumbh Mela here we can continue later , everyone has beliefs in Maa Ganga but we have to  understand the importance of situation as #COVID19 increasing rapidly in India , #HarHarMahadevॐ #KumbhMela2021",en
".@karan009wahi's post on Naga Babas flouting COVID-19 norms at Kumbh Mela didn't go down well with people who trolled him for ""hurting Hindu sentiments."" He revealed that he got hate messages &amp; even death threats.  #COVIDEmergency #COVID19    https://t.co/u4xPKnTB6Z",en
"#हरिद्वार_से_सीधा_हरि_के_द्वार Maha-Kumbh Mela Vs Tablighi Jamaat: Not Comparable, But Not For The Reasons Rawat Thinks  https://t.co/bUCxzE0ZSY  #ssc_result_status #thursdaymorning #COVID19 #Modi_Killing_Mandis",en
#NewsAlert   Over 1500 devotees out of some thousands tested at the Kumbh Mela have so far tested positive of COVID19.   #1ShotNews | #KumbhMela | #Kumbh | #Haridwar | #Uttarakhand | #Coronavirus | #COVID19 | #NewsUpdate  https://t.co/wjE1kbItkr,en
Last year Tablighi Jamaat was suspected of fuelling Covid-19 transmission in Delhi  Is it Kumbh Mela this year?  #India #COVID19 #KumbhMela #KumbhMela_CoronaHotspot #COVID19India,en
ಕುಂಭಮೇಳದಲ್ಲಿ ಪಾಲ್ಗೊಂಡ ಯಾತ್ರಿಗಳಿಗೆ ಕೊರೋನಾ ಪರೀಕ್ಷೆ ಕಡ್ಡಾಯ- ಸುಧಾಕರ್‌   https://t.co/CzXi5eI3ya  @v21newskannada @mla_sudhakar @DHFWKA  #v21newskannada #v21news #kumbhmela #haridwar #corona #covid19 #negativecertificate #negative #positive #kumbh #mela #rtpcr #rat #rtpcrtest  https://t.co/IXlYQE9m6q,kn
"More RT-PCR test reports are awaited and the trend shows that the number of infected persons in the Kumbh Mela Kshetra is likely to climb to 2,000, Haridwar Chief Medical Officer  Shambhu Kumar Jha said.  #KumbhMela #Coronavirus #COVID19   https://t.co/fdWm7woea5",en
#COVID19 Surge: Over 1700 people have contracted Covid-19 in the Haridwar Kumbh Mela area from April 10 to 14. #Haridwar #KumbhMela  https://t.co/6rYAUdp5yn,en
"@surgamc Yes, even crowding at Kumbh Mela must be stopped as of now seeing the situation. Shocked to see political rallies too, may be the people and parties are immune from Covid19.",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl Markaz Mosque while lakhs permitted to assemble at   #KumbhMela  https://t.co/gQSAG89C3O",en
#icseboard @EduMinOfIndia stop canceling board exams .The student who had put their so much efforts and had worked so hard for exams think about them. If whole india attend kumbh mela nothing happened but suddenly boards are coming then whole india is surviving from covid19,en
Millions roaming around without a mask at the Kumbh Mela is called DEVOTION  Thousands attending political rallies amidst a pandemic is called NATIONALISM  Sitting alone in my own car without a mask is a CRIME  JAI HIND!!!  #COVID19 #KumbhMela2021 #COVIDEmergency #COVIDSecondWave,en
PM Modi should take kumbh mela bath and pray for our country in fighting COVID-19. Now I think this will help #COVID19  #COVIDSecondWave,en
"What's allowed during covid19 (India 2021): (No Social distancing, mask optional, 3000 people atleast)  1) Electron rallies (Cz the ""Leader"" is god) 2) Farmer's protest (Cz we romanticize it) 3) Kumbh Mela and other religious gathering ( Cz faith above life) #COVID19India @WHO",en
"And Malware goes to Modi ji’s rallies and Kumbh mela and cleanses himself??  By the way Yogi ji was neither in Delhi nor Maharashtra, how did he get it ??  #COVIDSecondWave #COVIDEmergency #COVID19 #Lucknow #मोदी_सरकार_ध्यान_दो",en
"Lets Celebrate Hindu New year, Navratri, Kumbh Mela and the while adhering to Covid19 protocols  https://t.co/rGAnvDdtRg",en
"Thousands of Hindus jumped into the Ganges River and took a holy bath during this year's ""Kumbh Mela"" festival on Wed. India reported a daily new high of 200,739 #COVID19 cases in one day, according to data issued by the country's health ministry on Thu.  https://t.co/UTbSTkokcb",en
"What a fantastic moved @ArvindKejriwal weekend curfew. Can we do something better? People are losing their family members, hospital beds are over, theaters are being converted into #covid19. India demands lock down!! Strict action. Cancel political rally, kumbh mela.",en
"@sawad_kallarpe Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"can we please talk about how incompetent m0di government is? India just hit 200k covid19 cases in 24 hours and yet they are holding election rallies, kumbh mela etc.",en
Kumbh Mela should have been put on hold this year too @PMOIndia NAMO JI. This could definitely have shown in Covid19 numbers.,en
"Pandemic, what's that?  (In video: Recent footage from the Kumbh Mela, Haridwar) #COVID19 #coronavirus #Corona  https://t.co/OpCy177vnr",en
"@shreemiverma Agla sawaal kumbh mela ko lekar hai 3 lakh ka padaav paar karne k liye, kbc covid19",hi
"@MHD_Afreed_5 Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela  https://t.co/v67rMJufUt",en
Arnab's aggression against Tablighi was used in Kumbh Mela video #Delhi #KumbhMela2021 #COVID19 #KumbhMela #KumbhMela2021  https://t.co/7sVSPJPrTP,en
Lies spread by BJP IT Cell - Everyone who attended #KumbhMela was tested negative  - People who tested positive did not attend Kumbh Mela - Tests were done at every entry point in Haridwar - CCTV Cameras can catch people who don't wear masks  - #COVID19 doesn't spread in open,en
- Every1 who attended Kumbh Mela was tested -ve - People who tested +ve did not attend #KumbhMela - Tests were done at every entry point in Haridwar - CCTV Cameras in Kumbh Mela can catch people who don't wear masks  - Kumbh Mela is fine bcoz #COVID19 doesn't spread in open,en
I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android :   https://t.co/5BvUO99dy1 iOS :   https://t.co/P7KMCzMZdb  Kindly take immediate action n give priority to people not election n kumbh Mela.  https://t.co/k66RpMC9O7,en
Kumbh Mela is must Dubki is must  Rallies are must Papers are must Life ka kya h vo toh jaati rahegi Logo ka kaam hi toh h marne ka  #COVID19 #KumbhMela2021 #BengalElection2021 #cbseboardexam2021 #stateboardexams2021 #MamtaBanerjee,et
"Above 20,000 new Covid19 cases reported from Kumbh Mela in 4 days in Haridwaar, Uttarakhand. More cases to expect.",en
"Yes, you are right farmer protests weren't criticized as much as Kumbh Mela. But friends, look at the timing of the two events and look at the sheer numbers at Kumbh Mela at a time when India is riding on a Tsunami of COVID19 cases. 6/n",en
@manqais1 @MyLife_Congress @ArvindKejriwal @LuvDatta_INC @YangerINC @MahmudOfGhazni @MrsYNV @iraniShenaz1958 @Sure21112888 @Faiz_INC @fredhamilton @adarshdevaraj One more Bhakt ! Yogi is in a quarantine. The Kumbh Mela has increased cases in Haridwar. Covid19 doesn't see religion.,en
#COVID19 negative report is mendatory to perform Kumbh mela festival...,in
Kumbh Mela: Over 13 lakh ignore Covid concerns; take part in 3rd shahi snan at Haridwar #COVIDSecondWave #KumbhMela  #COVID19   https://t.co/nKWOIGqiaL,en
"OVER 2,00,000 fresh Covid-19 cases in India in record high, 1,038 deaths in 24 hours and guess what? KUMBH MELA TO CONTINUE TILL APRIL 30th. #KumbhDuringCovid #COVIDSecondWave #COVID19 #KumbhMela2021",en
"@rahulkanwal Mr. Rahul Kanwal - Can you please tell what Kumbh Mela or Election is taking place in Maharashtra, Delhi &amp; Chhattisgarh where #COVID19 cases are witnessing a big spike? This type of biased journalism will never get pardon from any God.",en
Can we just quarantine everybody who attended Kumbh Mela for 14 days? Testing on 14th day and then release. @myogiadityanath  #COVIDSecondWave  #COVID19,en
"Cases in Tamil Nadu (7819) Cases in west bengal(5892) Cases in haridwar (2167). Cases in UP(20510), Maharashtra(60212), Chattisgarh(14250), Delhi(17282). This is for those legends who keep talking about rally and kumbh mela. @Republic_Bharat @aajtak #COVID19  #COVIDSecondWave",en
"Last year this time we blaming Tablighi jamaat for covid exploring then now we gathered Kumbh Mela, government make rallies chunavi shabha and common people think might not even get a bed as hospitals are stressed beyond limits #COVIDEmergency @narendramodi @OfficeofUT #COVID19",en
"Lets Celebrate Hindu New year, Navratri, Kumbh Mela and the while adhering to Covid19 protocols.",en
"'India prepares for Kumbh Mela, world’s largest religious gathering, amid COVID-19 fears':  https://t.co/MAIPm1F4V8 #COVID19 #India",en
W Indiach ponad tysiąc osób zakaziło się koronawirusem w czasie buddyjskiego festiwalu w Haridwar.  Hundreds have tested positive for #COVID19 in #India's Haridwar city where huge crowds have gathered to participate in the Kumbh Mela festival. @AJEnglish  https://t.co/mCz9mN9sqV,pl
Since the COVID19 breakout last year tgis government had just prepared for 2 things in 13 months they are:  Preparation for elections in 5 states. Preparation for Kumbh mela.,en
"Allowing Kumbh Mela and Election Rallies amidst the COVID-19 surge, is as equivalent as allowing to write an examination sans invigilator.   #COVIDSecondWave #COVID19",en
Millions roaming around without a mask at the Kumbh Mela is called ‘DEVOTION’ Thousands attending political rallies amidst a pandemic is called ‘NATIONALISM ’ sitting alone in my own car without a mask is a ‘CRIME’ Jai Hind #CovidVaccine #COVID19,en
"Más de 1,000 personas dan positivo al #covid19 en 48 horas durante el multitudinario festival religioso “Kumbh Mela” que se realiza cuatro veces cada 12 años a lo largo del río Ganges en la #India  https://t.co/DFICuJnsNF",es
"विनाश काले विपरीत बुद्धि  !!!  #COVID19 #KumbhDuringCovid  No Plans to Cut Short Kumbh Mela. Ease 50k Test Limit Too, U'khand Tells HC  https://t.co/VAkGYaN4Zn",und
Those who jumped on Tablighi jamat showing disinterest in Kumbh Mela crowd are prejudiced. In fact KM &amp; election campaigns are going to be super spreaders.  Religion can't be above law. In that sense KM is violation of Covid19 guidelines and therefore is wrong now.,en
"Participating in #Kumbh Mela 2021 activities seems dangerous during a #COVID19 Global Pandemic? What do I know, I am not a #Jivan mukta. @hemantsarin @BishtLokinder @ssharadmohhan @AmitGuha2020 @DalrympleWill @Peachtreespeaks @ghosh_gopali @PunjabiRooh #KumbhMela  https://t.co/AZByTUOrkR",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"Denial, lies &amp; ignorance by BJP govt is causing millions to suffers &amp; thousands to die in India: There is no community transmission in India - 2020 Kumbh mela is not super spreader event - 2021  #FarmersProtests #COVID19  #COVIDSecondWave",en
Oh! This is not Tablighi Jamaat 😂😂   The Rules for only Other Religions   Kumbh Mela #KumbhMela   #COVIDSecondWave #COVID19  https://t.co/6CEhNUC8lV,en
"Yes. This👇 is a good question. When swimming pools are banned/closed due to fear of #COVID19 spread, then why the Largest Swimming Pool of India at Kumbh Mela where millions are swimming for Shahi Snan is open during #COVID19India ? #COVIDIOTS",en
"@bismay_inc @aayeff1 @BLKiran @Congress_Army @iraniShenaz1958 @KT62779984 @PalodGovind @indianposten @Swamy39 @joerave @55659754Bhaskar @Shishyohum @MrsYNV @spider_pravesh @Deep4IND @toonyswabbs @Trendsetting123 @__sharot @asmatasleem11 @NostradamuSez @priyapyadav18 @monaldesai1 @Spirit_Hindutva @shree_loya @ronaldrajanna @judedavid21 @Gajjusay @fredhamilton @ItiTish @PadmajaJoshi @MamataOfficial @BJP4India @BJP4Andhra @alok_jagdhari @IndiaAwakened_ @cloudnikki @bhupesh4bjp @kukk44 @AskAnshul @HinduAmericans @KaptanHindostan @dhenge_abhi @HinduMahasabha_ @AmitShah @Folitically @Joyjiyo @JustinTrudeau @swachhbharat @BillGates @akshaykumar Roadshows, extensive campaigning in West Bengal, led to rise in the Covid19 cases in West Bengal. The Kumbh Mela incread more than 500 cases on Sunday. They send actors to preach how to stay safe on television. The stars who preach have been infected with Covid19 themselves.",en
